
,,1354168.369,4858377.412,86.68
,,1354171.839,4858373.808,86.68
,,1354175.310,4858370.204,86.68
,,1354178.780,4858366.600,86.63
,,1354182.250,4858362.996,86.65
,,1354185.721,4858359.392,86.63
,,1354189.191,4858355.788,86.62
,,1354192.662,4858352.184,86.60
,,1354196.132,4858348.580,86.60
,,1354199.602,4858344.976,86.59
,,1354203.073,4858341.372,86.58
,,1354206.543,4858337.768,86.55
,,1354210.013,4858334.164,86.56
,,1354213.484,4858330.560,86.53
,,1354216.954,4858326.956,86.54
,,1354220.425,4858323.352,86.53
,,1354223.895,4858319.749,86.50
,,1354227.365,4858316.145,86.50
,,1354230.836,4858312.541,86.48
,,1354233.374,4858309.905,86.46
,,1354236.790,4858306.249,86.46
,,1354240.206,4858302.594,86.45
,,1354243.622,4858298.938,86.43
,,1354247.038,4858295.283,86.42
,,1354250.454,4858291.627,86.44
,,1354253.870,4858287.972,86.41
,,1354257.286,4858284.316,86.38
,,1354260.702,4858280.661,86.36
,,1354264.118,4858277.006,86.35
,,1354267.535,4858273.350,86.35
,,1354270.951,4858269.695,86.35
,,1354274.367,4858266.039,86.33
,,1354277.783,4858262.384,86.33
,,1354281.199,4858258.728,86.31
,,1354284.615,4858255.073,86.30
,,1354288.031,4858251.417,86.30
,,1354291.447,4858247.762,86.25
,,1354294.863,4858244.106,86.26
,,1354298.279,4858240.451,86.27
,,1354301.695,4858236.795,86.25
,,1354305.111,4858233.140,86.26
,,1354308.527,4858229.484,86.22
,,1354311.943,4858225.829,86.22
,,1354315.359,4858222.173,86.20
,,1354318.775,4858218.518,86.21
,,1354322.191,4858214.862,86.19
,,1354325.607,4858211.207,86.20
,,1354329.023,4858207.551,86.18
,,1354332.439,4858203.896,86.16
,,1354335.856,4858200.240,86.15
,,1354339.272,4858196.585,86.15
,,1354342.688,4858192.929,86.17
,,1354346.104,4858189.274,86.13
,,1354349.520,4858185.619,86.16
,,1354352.936,4858181.963,86.14
,,1354356.352,4858178.308,86.13
,,1354359.768,4858174.652,86.13
,,1354363.184,4858170.997,86.12
,,1354366.600,4858167.341,86.11
,,1354370.016,4858163.686,86.12
,,1354373.432,4858160.030,86.12
,,1354376.848,4858156.375,86.10
,,1354380.264,4858152.719,86.10
,,1354383.680,4858149.064,86.09
,,1354387.096,4858145.408,86.08
,,1354390.512,4858141.753,86.08
,,1354393.928,4858138.097,86.08
,,1354397.344,4858134.442,86.09
,,1354400.761,4858130.786,86.08
,,1354404.177,4858127.131,86.06
,,1354407.593,4858123.475,86.08
,,1354411.009,4858119.820,86.05
,,1354414.425,4858116.164,86.05
,,1354417.841,4858112.509,86.05
,,1354421.257,4858108.854,86.03
,,1354424.673,4858105.198,86.06
,,1354428.089,4858101.543,86.04
,,1354431.505,4858097.887,86.01
,,1354434.921,4858094.232,86.00
,,1354438.337,4858090.576,86.00
,,1354441.753,4858086.921,85.99
,,1354445.169,4858083.265,86.01
,,1354448.585,4858079.610,85.98
,,1354452.001,4858075.954,85.98
,,1354455.417,4858072.299,85.99
,,1354458.833,4858068.643,85.95
,,1354462.249,4858064.988,85.96
,,1354465.665,4858061.332,85.93
,,1354469.082,4858057.677,85.93
,,1354472.498,4858054.021,85.94
,,1354475.914,4858050.366,85.94
,,1354479.330,4858046.710,85.92
,,1354482.746,4858043.055,85.90
,,1354486.162,4858039.399,85.89
,,1354489.578,4858035.744,85.90
,,1354492.994,4858032.089,85.91
,,1354496.410,4858028.433,85.88
,,1354499.826,4858024.778,85.86
,,1354503.242,4858021.122,85.85
,,1354506.658,4858017.467,85.84
,,1354510.074,4858013.811,85.81
,,1354513.490,4858010.156,85.82
,,1354516.906,4858006.500,85.86
,,1354520.322,4858002.845,85.83
,,1354523.738,4857999.189,85.80
,,1354527.154,4857995.534,85.78
,,1354530.570,4857991.878,85.76
,,1354533.987,4857988.223,85.75
,,1354537.403,4857984.567,85.77
,,1354540.819,4857980.912,85.75
,,1354544.235,4857977.256,85.76
,,1354547.651,4857973.601,85.72
,,1354551.067,4857969.946,85.71
,,1354554.483,4857966.290,85.69
,,1354557.899,4857962.635,85.68
,,1354561.315,4857958.979,85.68
,,1354564.731,4857955.324,85.67
,,1354568.147,4857951.668,85.69
,,1354571.563,4857948.013,85.66
,,1354574.979,4857944.357,85.65
,,1354578.395,4857940.702,85.64
,,1354581.811,4857937.046,85.64
,,1354585.227,4857933.391,85.62
,,1354588.643,4857929.735,85.61
,,1354592.059,4857926.080,85.62
,,1354595.475,4857922.424,85.59
,,1354598.891,4857918.769,85.59
,,1354602.308,4857915.113,85.62
,,1354605.724,4857911.458,85.58
,,1354609.140,4857907.802,85.58
,,1354612.556,4857904.147,85.56
,,1354615.972,4857900.492,85.56
,,1354619.388,4857896.836,85.55
,,1354622.804,4857893.181,85.55
,,1354626.220,4857889.525,85.55
,,1354629.263,4857886.268,85.55
,,1354632.756,4857882.686,85.54
,,1354636.249,4857879.104,85.52
,,1354639.741,4857875.521,85.53
,,1354643.234,4857871.939,85.52
,,1354646.727,4857868.356,85.50
,,1354650.219,4857864.774,85.51
,,1354653.712,4857861.192,85.51
,,1354657.204,4857857.609,85.49
,,1354660.697,4857854.027,85.52
,,1354664.190,4857850.445,85.47
,,1354667.682,4857846.862,85.47
,,1354671.175,4857843.280,85.45
,,1354674.668,4857839.697,85.45
,,1354678.160,4857836.115,85.45
,,1354681.653,4857832.533,85.48
,,1354685.146,4857828.950,85.44
,,1354688.638,4857825.368,85.41
,,1354692.131,4857821.786,85.41
,,1354695.623,4857818.203,85.39
,,1354699.116,4857814.621,85.41
,,1354702.609,4857811.038,85.40
,,1354706.101,4857807.456,85.40
,,1354709.594,4857803.874,85.35
,,1354713.087,4857800.291,85.35
,,1354716.579,4857796.709,85.34
,,1354720.072,4857793.127,85.35
,,1354723.564,4857789.544,85.33
,,1354727.057,4857785.962,85.30
,,1354730.550,4857782.379,85.30
,,1354734.042,4857778.797,85.31
,,1354737.535,4857775.215,85.28
,,1354741.028,4857771.632,85.26
,,1354744.520,4857768.050,85.28
,,1354748.013,4857764.468,85.24
,,1354751.505,4857760.885,85.27
,,1354754.998,4857757.303,85.22
,,1354758.491,4857753.721,85.21
,,1354761.983,4857750.138,85.23
,,1354765.476,4857746.556,85.22
,,1354768.969,4857742.973,85.21
,,1354772.461,4857739.391,85.18
,,1354775.954,4857735.809,85.19
,,1354779.447,4857732.226,85.19
,,1354782.939,4857728.644,85.14
,,1354786.432,4857725.062,85.15
,,1354789.924,4857721.479,85.13
,,1354793.417,4857717.897,85.14
,,1354796.910,4857714.314,85.14
,,1354800.402,4857710.732,85.13
,,1354803.895,4857707.150,85.12
,,1354807.388,4857703.567,85.09
,,1354810.880,4857699.985,85.10
,,1354814.373,4857696.403,85.07
,,1354817.865,4857692.820,85.08
,,1354821.358,4857689.238,85.09
,,1354824.851,4857685.656,85.08
,,1354828.343,4857682.073,85.06
,,1354831.836,4857678.491,85.05
,,1354835.329,4857674.908,85.03
,,1354838.821,4857671.326,85.03
,,1354842.314,4857667.744,85.04
,,1354845.807,4857664.161,85.03
,,1354849.299,4857660.579,85.03
,,1354852.792,4857656.997,85.02
,,1354856.284,4857653.414,85.00
,,1354859.777,4857649.832,85.00
,,1354863.270,4857646.249,84.98
,,1354866.762,4857642.667,84.97
,,1354870.255,4857639.085,85.00
,,1354873.748,4857635.502,85.00
,,1354877.240,4857631.920,84.99
,,1354880.733,4857628.338,84.98
,,1354884.225,4857624.755,84.95
,,1354887.718,4857621.173,84.97
,,1354891.211,4857617.591,84.96
,,1354894.703,4857614.008,84.95
,,1354898.196,4857610.426,84.96
,,1354901.689,4857606.843,84.94
,,1354905.181,4857603.261,84.94
,,1354908.674,4857599.679,84.94
,,1354912.166,4857596.096,84.92
,,1354915.659,4857592.514,84.90
,,1354919.152,4857588.932,84.90
,,1354922.644,4857585.349,84.91
,,1354926.137,4857581.767,84.94
,,1354929.630,4857578.185,84.89
,,1354933.122,4857574.602,84.90
,,1354936.615,4857571.020,84.87
,,1354940.108,4857567.437,84.86
,,1354943.600,4857563.855,84.85
,,1354947.093,4857560.273,84.85
,,1354950.585,4857556.690,84.89
,,1354954.078,4857553.108,84.86
,,1354957.571,4857549.526,84.86
,,1354961.063,4857545.943,84.85
,,1354964.556,4857542.361,84.83
,,1354968.049,4857538.778,84.82
,,1354971.541,4857535.196,84.84
,,1354975.034,4857531.614,84.83
,,1354978.526,4857528.031,84.80
,,1354982.019,4857524.449,84.82
,,1354985.512,4857520.867,84.80
,,1354989.004,4857517.284,84.78
,,1354992.497,4857513.702,84.82
,,1354995.990,4857510.120,84.79
,,1354999.482,4857506.537,84.76
,,1355002.975,4857502.955,84.80
,,1355006.468,4857499.372,84.77
,,1355009.960,4857495.790,84.76
,,1355013.453,4857492.208,84.74
,,1355016.945,4857488.625,84.77
,,1355020.438,4857485.043,84.74
,,1355023.931,4857481.461,84.76
,,1355027.423,4857477.878,84.72
,,1355030.916,4857474.296,84.71
,,1355034.409,4857470.714,84.73
,,1355037.901,4857467.131,84.71
,,1355041.394,4857463.549,84.74
,,1355044.886,4857459.966,84.70
,,1355048.379,4857456.384,84.71
,,1355051.872,4857452.802,84.73
,,1355055.364,4857449.219,84.69
,,1355058.857,4857445.637,84.67
,,1355062.350,4857442.055,84.70
,,1355065.842,4857438.472,84.65
,,1355069.335,4857434.890,84.68
,,1355072.828,4857431.308,84.71
,,1355076.320,4857427.725,84.67
,,1355079.813,4857424.143,84.70
,,1355083.305,4857420.561,84.63
,,1355086.798,4857416.978,84.60
,,1355090.291,4857413.396,84.66
,,1355093.783,4857409.813,84.60
,,1355097.276,4857406.231,84.68
,,1355100.769,4857402.649,84.59
,,1355104.261,4857399.066,84.51
,,1355107.754,4857395.484,84.54
,,1355111.246,4857391.902,84.60
,,1355114.739,4857388.319,84.60
,,1355118.232,4857384.737,84.63
,,1355121.724,4857381.155,84.57
,,1355125.217,4857377.572,84.61
,,1355128.710,4857373.990,84.46
,,1355132.202,4857370.407,84.60
,,1355135.695,4857366.825,84.50
,,1355139.187,4857363.243,84.54
,,1355142.680,4857359.660,84.59
,,1355146.173,4857356.078,84.62
,,1355149.665,4857352.496,84.53
,,1355153.158,4857348.913,84.45
,,1355156.651,4857345.331,84.59
,,1355160.143,4857341.749,84.58
,,1355163.636,4857338.166,84.45
,,1355167.129,4857334.584,84.55
,,1355170.621,4857331.002,84.56
,,1355174.114,4857327.419,84.42
,,1355177.606,4857323.837,84.45
,,1355181.099,4857320.254,84.52
,,1355184.592,4857316.672,84.49
,,1355188.084,4857313.090,84.58
,,1355191.577,4857309.507,84.46
,,1355195.070,4857305.925,84.44
,,1355198.562,4857302.343,84.45
,,1355202.055,4857298.760,84.51
,,1355205.547,4857295.178,84.45
,,1355209.040,4857291.596,84.58
,,1355212.533,4857288.013,84.58
,,1355216.025,4857284.431,84.58
,,1355219.518,4857280.848,84.46
,,1355223.011,4857277.266,84.50
,,1355226.503,4857273.684,84.49
,,1355229.996,4857270.101,84.42
,,1355233.489,4857266.519,84.47
,,1355236.981,4857262.937,84.51
,,1355240.474,4857259.354,84.46
,,1355243.966,4857255.772,84.42
,,1355247.459,4857252.190,84.39
,,1355250.952,4857248.607,84.53
,,1355254.444,4857245.025,84.33
,,1355257.937,4857241.443,84.46
,,1355261.430,4857237.860,84.38
,,1355264.922,4857234.278,84.44
,,1355268.415,4857230.695,84.37
,,1355271.907,4857227.113,84.42
,,1355275.400,4857223.531,84.43
,,1355278.893,4857219.948,84.40
,,1355282.385,4857216.366,84.45
,,1355285.878,4857212.784,84.48
,,1355289.371,4857209.201,84.45
,,1355292.863,4857205.619,84.39
,,1355296.356,4857202.037,84.44
,,1355299.849,4857198.454,84.37
,,1355303.341,4857194.872,84.43
,,1355306.834,4857191.290,84.38
,,1355310.326,4857187.707,84.50
,,1355313.819,4857184.125,84.42
,,1355317.312,4857180.543,84.39
,,1355320.804,4857176.960,84.41
,,1355324.297,4857173.378,84.37
,,1355327.790,4857169.795,84.43
,,1355331.282,4857166.213,84.42
,,1355334.775,4857162.631,84.37
,,1355338.267,4857159.048,84.37
,,1355341.760,4857155.466,84.36
,,1355345.253,4857151.884,84.38
,,1355348.745,4857148.301,84.39
,,1355352.238,4857144.719,84.40
,,1355355.731,4857141.137,84.36
,,1355359.223,4857137.554,84.42
,,1355362.716,4857133.972,84.37
,,1355366.208,4857130.390,84.34
,,1355369.701,4857126.807,84.38
,,1355373.194,4857123.225,84.31
,,1355376.686,4857119.642,84.32
,,1355380.179,4857116.060,84.27
,,1355383.672,4857112.478,84.44
,,1355387.164,4857108.895,84.24
,,1355390.657,4857105.313,84.37
,,1355394.150,4857101.731,84.30
,,1355397.642,4857098.148,84.29
,,1355401.135,4857094.566,84.30
,,1355404.627,4857090.984,84.41
,,1355408.120,4857087.401,84.35
,,1355411.613,4857083.819,84.44
,,1355415.105,4857080.237,84.34
,,1355418.598,4857076.654,84.23
,,1355422.091,4857073.072,84.37
,,1355425.583,4857069.490,84.35
,,1355429.076,4857065.907,84.31
,,1355432.568,4857062.325,84.36
,,1355436.061,4857058.742,84.37
,,1355439.554,4857055.160,84.34
,,1355443.046,4857051.578,84.37
,,1355446.539,4857047.995,84.38
,,1355450.032,4857044.413,84.37
,,1355453.524,4857040.831,84.34
,,1355457.017,4857037.248,84.36
,,1355460.510,4857033.666,84.38
,,1355464.002,4857030.084,84.32
,,1355467.495,4857026.501,84.39
,,1355470.987,4857022.919,84.36
,,1355474.480,4857019.337,84.34
,,1355477.973,4857015.754,84.33
,,1355481.465,4857012.172,84.34
,,1355484.958,4857008.590,84.33
,,1355488.451,4857005.007,84.33
,,1355491.943,4857001.425,84.31
,,1355495.436,4856997.843,84.29
,,1355498.928,4856994.260,84.33
,,1355502.421,4856990.678,84.31
,,1355505.914,4856987.095,84.30
,,1355509.406,4856983.513,84.32
,,1355512.899,4856979.931,84.23
,,1355516.392,4856976.348,84.31
,,1355519.884,4856972.766,84.24
,,1355523.377,4856969.184,84.33
,,1355526.870,4856965.601,84.29
,,1355530.362,4856962.019,84.28
,,1355533.855,4856958.437,84.24
,,1355537.347,4856954.854,84.22
,,1355540.840,4856951.272,84.31
,,1355544.333,4856947.690,84.25
,,1355547.825,4856944.107,84.26
,,1355551.318,4856940.525,84.26
,,1355554.811,4856936.943,84.22
,,1355558.303,4856933.360,84.30
,,1355561.796,4856929.778,84.22
,,1355565.288,4856926.196,84.28
,,1355568.781,4856922.613,84.23
,,1355572.274,4856919.031,84.07
,,1355575.766,4856915.448,84.12
,,1355579.259,4856911.866,84.12
,,1355582.752,4856908.284,84.25
,,1355586.244,4856904.701,84.14
,,1355589.737,4856901.119,84.18
,,1355593.229,4856897.537,84.24
,,1355596.722,4856893.954,84.21
,,1355600.215,4856890.372,84.16
,,1355603.707,4856886.790,84.11
,,1355607.200,4856883.207,84.19
,,1355610.693,4856879.625,84.22
,,1355614.185,4856876.043,84.01
,,1355617.678,4856872.460,84.11
,,1355621.171,4856868.878,84.21
,,1355624.663,4856865.296,84.08
,,1355628.156,4856861.713,84.10
,,1355631.648,4856858.131,84.13
,,1355635.141,4856854.549,84.14
,,1355638.634,4856850.966,84.17
,,1355642.126,4856847.384,84.16
,,1355645.619,4856843.802,84.14
,,1355649.112,4856840.219,84.11
,,1355652.604,4856836.637,84.16
,,1355656.097,4856833.055,84.12
,,1355659.589,4856829.472,84.07
,,1355663.082,4856825.890,84.02
,,1355666.575,4856822.307,84.01
,,1355670.067,4856818.725,83.94
,,1355673.560,4856815.143,84.10
,,1355677.053,4856811.560,84.15
,,1355680.545,4856807.978,84.06
,,1355684.038,4856804.396,84.08
,,1355687.531,4856800.813,84.09
,,1355691.023,4856797.231,83.98
,,1355694.516,4856793.649,84.08
,,1355698.008,4856790.066,84.08
,,1355701.501,4856786.484,83.98
,,1355704.994,4856782.902,84.08
,,1355708.486,4856779.319,84.08
,,1355711.979,4856775.737,84.00
,,1355715.472,4856772.155,84.01
,,1355718.964,4856768.572,83.97
,,1355722.457,4856764.990,83.95
,,1355723.341,4856764.083,84.04
,,1355726.837,4856760.504,83.96
,,1355730.333,4856756.925,83.93
,,1355733.829,4856753.346,83.88
,,1355737.326,4856749.768,84.00
,,1355740.822,4856746.189,83.93
,,1355744.318,4856742.610,83.90
,,1355747.814,4856739.031,83.92
,,1355751.310,4856735.452,83.90
,,1355754.806,4856731.873,84.00
,,1355758.302,4856728.294,83.96
,,1355761.799,4856724.715,83.90
,,1355765.295,4856721.136,83.90
,,1355768.791,4856717.557,83.99
,,1355772.287,4856713.978,83.83
,,1355775.783,4856710.399,83.95
,,1355779.279,4856706.821,83.86
,,1355782.775,4856703.242,83.90
,,1355786.272,4856699.663,83.99
,,1355789.768,4856696.084,83.86
,,1355793.264,4856692.505,84.03
,,1355796.760,4856688.926,83.86
